Subject	Bernat_2019:A007	Bhiman_2015:CAP256	Bonsignori_2016:CH505	Corcoran_2016:H1	Doria-Rose_2015:CAP256	Eliyahu_2018:C10	Eliyahu_2018:C4	Eliyahu_2018:C6	Eliyahu_2018:C7	Eliyahu_2018:C9	Eliyahu_2018:CI11	Eliyahu_2018:CI13	Eliyahu_2018:CI16	Eliyahu_2018:CI20	Eliyahu_2018:CI21	Eliyahu_2018:CI26	Eliyahu_2018:CI4	Eliyahu_2018:SC1	Eliyahu_2018:SC14	Eliyahu_2018:SC15	Eliyahu_2018:SC2	Eliyahu_2018:SC3	Eliyahu_2018:SC7	Eliyahu_2018:SC8	Eliyahu_2018:SC9	Gidoni_2019:S1	Gidoni_2019:S10	Gidoni_2019:S100	Gidoni_2019:S11	Gidoni_2019:S12	Gidoni_2019:S13	Gidoni_2019:S14	Gidoni_2019:S15	Gidoni_2019:S16	Gidoni_2019:S17	Gidoni_2019:S18	Gidoni_2019:S19	Gidoni_2019:S2	Gidoni_2019:S20	Gidoni_2019:S21	Gidoni_2019:S22	Gidoni_2019:S23	Gidoni_2019:S24	Gidoni_2019:S25	Gidoni_2019:S26	Gidoni_2019:S27	Gidoni_2019:S28	Gidoni_2019:S29	Gidoni_2019:S3	Gidoni_2019:S30	Gidoni_2019:S31	Gidoni_2019:S32	Gidoni_2019:S33	Gidoni_2019:S34	Gidoni_2019:S35	Gidoni_2019:S36	Gidoni_2019:S37	Gidoni_2019:S38	Gidoni_2019:S39	Gidoni_2019:S4	Gidoni_2019:S40	Gidoni_2019:S41	Gidoni_2019:S42	Gidoni_2019:S43	Gidoni_2019:S44	Gidoni_2019:S45	Gidoni_2019:S46	Gidoni_2019:S47	Gidoni_2019:S48	Gidoni_2019:S49	Gidoni_2019:S5	Gidoni_2019:S50	Gidoni_2019:S51	Gidoni_2019:S52	Gidoni_2019:S53	Gidoni_2019:S54	Gidoni_2019:S55	Gidoni_2019:S56	Gidoni_2019:S57	Gidoni_2019:S58	Gidoni_2019:S59	Gidoni_2019:S6	Gidoni_2019:S60	Gidoni_2019:S61	Gidoni_2019:S62	Gidoni_2019:S63	Gidoni_2019:S64	Gidoni_2019:S65	Gidoni_2019:S66	Gidoni_2019:S67	Gidoni_2019:S68	Gidoni_2019:S69	Gidoni_2019:S7	Gidoni_2019:S70	Gidoni_2019:S71	Gidoni_2019:S72	Gidoni_2019:S73	Gidoni_2019:S74	Gidoni_2019:S75	Gidoni_2019:S76	Gidoni_2019:S77	Gidoni_2019:S78	Gidoni_2019:S79	Gidoni_2019:S8	Gidoni_2019:S80	Gidoni_2019:S81	Gidoni_2019:S82	Gidoni_2019:S83	Gidoni_2019:S84	Gidoni_2019:S85	Gidoni_2019:S86	Gidoni_2019:S87	Gidoni_2019:S88	Gidoni_2019:S89	Gidoni_2019:S9	Gidoni_2019:S90	Gidoni_2019:S91	Gidoni_2019:S92	Gidoni_2019:S93	Gidoni_2019:S94	Gidoni_2019:S95	Gidoni_2019:S96	Gidoni_2019:S97	Gidoni_2019:S99	Gupta_2017:Fv_volunteer	Gupta_2017:GMC_volunteer	Gupta_2017:IB_volunteer	Huang_2016:Donor-Z258	Johnson_2018:CAP256	Johnson_2018:HD1	Landais_2017:PC064	Meng_2017a:Subject-D145	Meng_2017a:Subject-D149	Meng_2017a:Subject-D168	Meng_2017a:Subject-D181	Meng_2017a:Subject-D182	Palanichamy_2014:Subject-14711	Palanichamy_2014:Subject-26712	Palanichamy_2014:Subject-29612	Palanichamy_2014:Subject-30512	Palanichamy_2014:Subject-31012	Palanichamy_2014:Subject-34012	Palanichamy_2014:Subject-43113	Palanichamy_2014:Subject-43213	Rubelt_2016:TW01A	Rubelt_2016:TW01B	Rubelt_2016:TW02A	Rubelt_2016:TW02B	Rubelt_2016:TW03A	Rubelt_2016:TW03B	Rubelt_2016:TW04A	Rubelt_2016:TW04B	Rubelt_2016:TW05A	Rubelt_2016:TW05B	Soto_2016:IAVI84	Soto_2016:N152	Stern_2014:M2	Stern_2014:M3	Stern_2014:M4	Stern_2014:M5	Tipton_2015:subject-1	Tipton_2015:subject-2	Tipton_2015:subject-3	Tipton_2015:subject-4	Tipton_2015:subject-5	Tipton_2015:subject-6	Tipton_2015:subject-7	Tipton_2015:subject-8	Turchaninova_2016:donor-1	Turchaninova_2016:donor-2	Turchaninova_2016:donor-3	Vander_Heiden_2017:AR02	Vander_Heiden_2017:AR03	Vander_Heiden_2017:AR04	Vander_Heiden_2017:AR05	Vander_Heiden_2017:HD07	Vander_Heiden_2017:HD09	Vander_Heiden_2017:HD10	Vander_Heiden_2017:HD13	Vander_Heiden_2017:MK02	Vander_Heiden_2017:MK03	Vander_Heiden_2017:MK04	Vander_Heiden_2017:MK05	Vander_Heiden_2017:MK08	Waltari_2018:AD341	Waltari_2018:AD344	Waltari_2018:BD1	Waltari_2018:BD10	Waltari_2018:BD11	Waltari_2018:BD12	Waltari_2018:BD13	Waltari_2018:BD14	Waltari_2018:BD1a	Waltari_2018:BD1h	Waltari_2018:BD2	Waltari_2018:BD2-repeat1	Waltari_2018:BD3a	Waltari_2018:BD3h	Waltari_2018:BD4	Waltari_2018:BD5	Waltari_2018:BD5a	Waltari_2018:BD5g	Waltari_2018:BD5h	Waltari_2018:BD6	Waltari_2018:BD6h	Waltari_2018:BD7	Waltari_2018:BD8	Waltari_2018:BD9	Waltari_2018:CB1	Waltari_2018:CB1g	Waltari_2018:CB2	Waltari_2018:CB3	Waltari_2018:CB4	Waltari_2018:CB5	Waltari_2018:CB5-repeat1	Waltari_2018:MT1214	Waltari_2018:MT8004	Wu_2011:Donor-74	Wu_2015:Donor-45	Zhou_2015:Donor-44	Zhou_2015:Donor-C38	Zhou_2015:Donor-RU01	Zhou_2015:Donor-RU08	Zhu_2012:Donor-39	Zhu_2013:Donor-C38
Waltari_2018:BD10	328362	72914	166732	334220	241683	102493	91103	72613	96355	95709	99698	93638	137704	82117	111731	107535	82633	105954	100362	112143	88378	113049	101279	110448	91380	182428	233854	220621	219585	227790	238898	212357	226814	238265	234374	206770	226977	193429	185197	200080	239250	201012	222302	230627	184589	254276	191929	243179	193317	230855	230979	217940	184099	260586	167407	218129	248636	224490	211609	206304	204201	216283	198786	194933	208271	226979	232488	209842	228848	173893	275554	260377	217490	210742	214481	250059	211720	254570	285915	254641	247597	248256	227989	218218	218274	199672	276753	272774	246183	263358	260535	215599	239438	223841	233746	225578	229804	219569	235679	260936	240648	216878	228057	256637	223765	198197	205630	295625	262202	253675	262107	242786	224377	288317	202062	230751	250421	173962	252536	213256	262497	167491	206478	194536	764572	683410	735797	938715	295448	517727	930609	582839	583977	695228	943637	777343	96197	57785	130608	101933	156553	110391	119914	92988	187527	154814	226577	273880	265277	215493	289725	307240	233945	213788	74747	162038	412158	376088	360048	700790	387340	439581	575143	544527	269366	274690	593766	442681	386444	302149	111646	348360	297791	370083	412547	391205	277814	294655	246975	371405	153155	185650	222463	270967	471355	913765	399009	2844910	447519	544141	468115	788253	563013	692785	356633	530487	551415	666624	700168	500894	564244	545552	731977	438538	681798	722442	573668	343674	386559	72884	595615	366714	467976	381662	184981	868844	874720	98190	198896	67926	78137	57791	63886	115521	226906
Waltari_2018:BD11	337734	79514	158827	338615	233185	95960	85481	69191	92011	89449	96847	91103	127580	78400	107538	103967	80099	101636	95734	107728	85671	110022	99787	106752	89796	168535	225169	209515	209193	221289	230041	203302	219828	228828	225016	199526	216932	175704	178455	191172	224225	193572	207278	221463	178844	242796	186040	232749	170606	219930	220108	210036	181215	244854	162066	205323	239909	213726	201187	184050	194166	209782	192276	188470	200559	217553	222969	203290	220192	166454	259822	249765	206520	204019	206082	239143	204804	237102	271108	241305	237420	237143	219821	206684	208601	192681	262866	258459	232383	249197	249333	211057	228672	215496	226009	218910	224454	211661	225142	249659	232004	210537	217880	243545	217292	189092	195629	275809	252401	244834	244036	232079	218503	271184	195201	220023	240054	169637	241349	204841	252023	159397	198485	184875	716060	651047	691538	786521	362904	530922	815164	508045	496581	564041	834227	625221	97855	58234	130593	101992	153999	109912	119388	94451	183673	148422	226868	264905	262862	215011	277668	297862	229968	206771	70499	165902	370288	345204	335399	625745	378848	428028	535956	511755	267266	262108	529126	413179	341829	267871	98355	329772	273983	343331	399802	371880	265861	289396	245099	353422	152771	180304	219217	257904	436324	818018	356756	447519	2226745	516148	420322	723547	499348	621106	319449	494673	494131	605053	630068	483161	504449	549638	679717	416402	642081	659963	499040	304536	346384	71027	521269	311320	421770	338562	173903	771386	758470	92055	178392	62035	84375	53048	58244	106577	213623
Waltari_2018:BD12	390407	91977	193469	392214	288412	115132	99287	77318	105975	101443	109807	102521	153793	88881	120610	117679	88372	120125	111149	123398	100240	127935	112373	123617	100105	180950	248665	234269	233988	247372	256726	222744	240839	252096	244517	221904	240817	195396	198972	204646	256733	216354	239767	252696	189981	264436	201517	257409	192793	246699	246592	230126	192757	280637	176549	232319	262512	238120	228055	204975	221868	226978	210233	206360	218657	241175	248142	221017	251565	183625	294576	282629	241074	231134	230729	266921	224865	273380	314112	277784	264368	269231	247425	238479	237446	214356	295190	287901	263070	281273	280770	231393	255364	240377	244350	235494	251367	232995	249321	277260	254791	231914	242793	276830	242035	219669	221246	325589	280318	276140	281075	260573	238756	302480	213348	244277	266544	182391	277876	222418	278014	168233	210695	199784	918448	821002	883742	1050272	445455	655683	1100306	621466	624854	749060	1080705	810664	107043	62873	149021	111248	176334	124147	137272	104050	203906	167605	273993	311931	297420	236999	326323	353547	272337	241181	89107	203210	433380	426032	408226	799866	479432	536278	696111	663857	314416	324680	700537	530211	398669	301772	105567	378323	310117	407827	470005	435847	310259	334446	272454	404752	171454	196793	247996	301939	529188	1075943	425833	544141	516148	3346085	499270	916188	627098	772199	385665	611362	622602	767467	797527	578941	633959	666807	835568	501164	786657	827218	623602	344852	403756	74043	629473	366516	501514	401156	195099	993470	997450	116652	246770	82619	100103	66392	74696	133054	270448
Waltari_2018:BD13	340340	74805	169432	342904	247876	101723	87701	71172	94129	93725	98082	91642	134167	80145	108936	105698	80585	103189	98475	108698	86313	110378	99148	108281	89393	164927	225561	208231	211916	222608	229428	202953	218260	233977	226244	196130	217170	170993	178764	192369	231126	200135	211729	221440	181453	244113	186783	229581	167197	221495	222015	212188	180198	246128	164548	206231	244067	217307	202028	179769	194642	212429	194427	187082	199914	219719	221476	199247	219016	167446	263651	248941	208753	204157	206366	240053	201493	243297	271843	240906	235950	235012	219761	208456	213262	193344	266849	260430	234992	254222	251525	210393	234177	216396	226543	220522	218238	214953	230354	253995	232190	207508	216924	245807	214967	189024	197460	274925	251299	243909	247158	232558	215460	274309	197859	220963	235214	166849	239630	206814	252559	159921	196920	183700	726179	653366	709477	850919	317464	523798	924571	549154	558412	659825	907127	734103	97478	59180	133660	102833	158863	113069	121186	94048	187193	153768	232632	274195	264239	215299	286845	308624	235763	208976	81103	166637	402468	373302	351985	684130	396438	451889	582178	553854	275652	275376	558084	440751	355040	276106	107503	326211	279077	345872	396407	365905	264779	283725	243939	340596	148892	184902	221044	263600	432069	830055	382304	468115	420322	499270	2781727	726469	519394	646954	325344	497033	523715	636333	631262	467234	524630	523718	676930	411766	609489	644382	522318	302146	364228	71309	556572	333587	420962	356507	177909	801189	798234	107065	219468	72211	80246	61932	67649	120095	238623
Waltari_2018:BD14	617941	131206	288199	646359	436305	152814	134048	106037	150582	141052	149938	149591	212982	124388	171875	169503	116568	163722	142180	170608	143924	190507	168527	165445	139166	275900	390743	337336	362555	399614	391289	311117	337679	372482	345822	313542	366759	303267	293104	283596	405251	353376	365073	381137	273693	429210	272905	393455	282515	374109	392116	354105	263909	400020	256167	328490	416160	386997	336011	331334	344126	329122	293984	303385	299010	371157	350627	311227	386025	260630	477006	476311	390529	379181	358407	423430	314758	459045	507037	419598	404005	429961	398752	389528	397386	310254	482392	421812	418190	466355	444818	384453	415346	380580	367163	388655	372039	382717	371146	451914	406299	335576	353003	441911	372159	352001	360544	492995	465945	411892	449784	419424	342233	463073	347750	357195	390622	238100	426520	339150	398572	225314	292168	273679	1549085	1369134	1499303	1756290	760786	1094841	1958394	1017329	1024682	1270374	1976802	1420218	141519	80617	200207	156078	250637	169771	184182	132709	293487	236840	395390	448163	441549	349606	485862	533895	394957	347492	136855	310395	686802	637880	621869	1362825	818760	906981	1197958	1139482	521480	502464	1139580	851692	565235	422444	146543	542709	438477	645375	727473	622337	444154	471368	385092	578343	220794	279475	349457	410305	839599	1806814	709980	788253	723547	916188	726469	7256479	934690	1338139	519467	884920	906028	1248141	1241141	942454	925559	991057	1414385	728831	1241322	1293791	946242	464327	610472	90360	1119870	530308	766333	601174	260676	1672450	1664300	196042	489518	172942	147391	139953	141253	191111	501343
Waltari_2018:BD1a	373704	79983	181478	367891	274031	107375	92223	72952	96952	96789	102189	92573	144257	81551	111881	108884	82648	109675	106323	114920	88781	113302	99456	116371	92323	168555	237005	225535	219065	231304	243473	215233	235077	242285	241827	211699	229770	178510	186331	203994	240838	199672	224653	241014	181315	255566	196352	249557	180060	235316	232207	223055	186869	270332	167573	224747	248397	220193	217896	186644	205383	217614	202698	193513	215727	230273	240598	216301	232783	175625	278601	264240	218180	210343	218532	257641	217413	254956	295218	265341	253757	252500	230293	220864	215378	203692	280939	285982	249010	266084	265077	214258	244958	225460	236343	227844	237879	215221	236820	260836	246172	222209	233421	261382	223258	202301	208000	308361	265290	262362	268342	245014	230787	293941	200436	235027	259824	177427	261840	212752	275161	170991	212434	201931	946847	814586	887446	1183535	403335	619932	1178179	676682	674930	814460	1138602	911450	98870	59955	142349	104674	167117	115365	126120	97393	193964	160201	252616	299877	286019	220317	315136	339841	251672	223968	84483	182298	443542	427809	413332	868321	449656	515102	691886	658295	294304	301999	712918	521945	421591	311771	107431	371463	304420	386068	454783	429666	296280	324650	265335	395807	163700	189362	244942	295730	538065	1116812	443454	563013	499348	627098	519394	934690	4159925	848657	385644	607839	661443	783404	853657	537454	689353	663781	828351	496583	808245	853965	646936	342747	400457	70411	633109	347540	489009	383792	179561	1062252	1094729	114272	237816	67898	88138	57871	68542	127332	253674
Waltari_2018:BD1h	620235	125093	279335	743057	408243	141201	127897	105564	152539	135191	145882	151223	200898	125707	168769	167536	111994	155617	126112	162924	150155	196162	174812	152633	133524	302083	449872	367797	421449	475768	452421	341063	364425	417651	377004	341626	425840	341522	328090	304699	475060	423926	424904	438495	302387	496462	291979	447297	304918	427760	458853	407044	282486	436085	290776	362823	481909	455621	380374	383058	398443	367227	320192	339416	319487	427559	363163	336107	456812	288109	567048	582104	474089	454664	414715	490050	344199	560130	594937	471234	459591	506255	476624	464908	492052	341555	572973	473174	490785	568633	520771	472734	492338	448830	413647	461942	412308	459495	416223	536294	468334	363294	393529	527248	429599	419622	428547	560072	560357	464921	530815	487739	371113	520195	417516	399353	432219	246517	486942	380135	435140	240770	317633	292630	1338932	1258100	1419910	1615805	762506	1113304	1874590	897124	883590	1149706	1876476	1262754	133757	77188	183549	150342	229276	158435	171129	120146	332629	265675	432766	477249	484718	391377	523980	599089	447257	405031	140584	295485	703949	608707	562144	1262754	846839	899786	1224398	1160798	597697	527339	1101957	808020	539577	407586	147505	507020	441249	684979	701540	549476	435717	452729	366016	546957	221491	298899	358995	394525	884750	1589501	943792	692785	621106	772199	646954	1338139	848657	7129810	461886	748096	779274	1304074	1085304	1049403	754692	837352	1612506	660575	1101669	1076664	964855	420914	691885	91734	1399726	588262	914110	668232	277777	1475676	1473804	212169	598061	220282	131445	172110	163785	192721	578123
Waltari_2018:BD2	257148	61606	141290	262771	195258	88689	79981	64270	84419	81136	87608	83489	117201	72635	95165	90730	73642	92127	84628	96413	77496	100022	89262	95831	80335	140058	185884	171255	178187	182556	187524	164840	178963	179967	177491	165563	175156	148768	150347	154079	188307	160786	173036	184503	148443	193460	154006	187156	145232	182928	181592	172530	146568	195172	135264	166717	189133	177438	169191	154719	162520	166316	156638	155531	165146	174531	183980	164767	182071	140593	210653	206459	171100	170105	172185	193314	165903	197296	222445	198193	195114	195651	185007	173023	172287	158511	211257	205849	193668	202251	202128	172382	187815	177254	179502	175266	183514	175538	184168	202505	188327	174419	180447	196501	179131	162698	162435	226060	205689	200157	199451	190888	177497	218184	160685	181415	193898	139002	197969	165275	195105	131723	161451	151402	516007	476774	508496	586559	210890	379327	611988	399896	413672	475339	631798	525264	83819	49572	112625	88415	130058	95340	103161	78720	151562	127358	190195	219326	209796	171650	227629	240116	186825	170541	60889	135335	293741	283110	263960	466253	302856	332028	423528	410649	220958	222021	431646	341390	284740	220857	89357	258667	218139	269849	299843	285437	213656	226475	193386	269047	127547	148114	182490	213023	341801	582790	292865	356633	319449	385665	325344	519467	385644	461886	1729246	805680	384712	456605	459726	361817	396063	389900	485232	325344	440607	487481	399120	241153	270004	62108	387007	246809	311942	273060	146368	554525	575828	76456	151755	57091	65142	47031	50330	104049	182052
Waltari_2018:BD2-repeat1	389996	84874	184125	390331	275674	109253	95946	75539	102468	98241	106500	99999	147295	85801	117258	111958	86924	113992	106393	119583	93618	122919	108769	119530	98168	182958	256466	237949	242233	250973	262289	228107	250381	256510	253434	228832	243535	194790	200770	213272	257816	217599	239047	256634	197311	269487	207715	263199	189118	251972	251070	238213	197056	280411	179997	233665	269481	243011	231518	205787	222118	230783	217169	208947	225884	243973	251892	228620	253569	188188	300535	289456	237521	231958	237371	271820	229874	278766	315754	277393	271545	275970	252454	239468	236944	214435	301006	298691	269325	286863	286678	235940	260073	245937	251009	243661	254381	239914	254393	285018	264727	236569	248646	279785	247276	220360	221262	322475	289769	280903	284979	264551	244845	310795	218173	252378	274750	186065	275276	224234	285812	177208	223921	208495	893072	803055	858984	993233	411141	627773	1087113	632691	674302	815673	1131277	904576	105509	61645	145263	110285	172296	121264	133773	102086	200073	162519	267090	303196	293239	233484	317482	345016	262294	231790	81048	193235	430745	413936	388669	768039	457236	513677	676223	646889	311855	311594	673697	516289	402258	303721	112888	384009	316109	400871	458855	439015	309863	334115	275842	406913	169795	199388	244428	299846	512575	1047085	419054	530487	494673	611362	497033	884920	607839	748096	805680	3639096	603296	740190	763782	541690	620124	635013	802862	480820	725356	803936	599588	334001	406304	73049	630565	356217	480424	408525	194966	972843	969750	105010	220065	74674	91493	60178	67464	134423	250398
Waltari_2018:BD3a	408847	93121	212525	401496	312624	120869	105159	81590	110047	106419	115939	105912	163417	92431	128303	121184	92578	123829	117505	129978	101943	132280	114955	130046	104411	181463	245620	228046	226541	243205	249189	216236	236207	247050	242978	213403	232266	190597	191527	202431	249293	210346	232924	247412	185157	261051	199691	252663	187155	237583	239171	228119	189909	272937	173198	226479	255546	232344	220595	197579	215428	222166	206572	199396	218223	234245	245700	214886	239724	181011	286788	275844	228274	222398	229387	265381	217956	264313	305658	275986	260169	260544	244425	231184	229340	212377	287301	290249	257989	271379	273617	224807	259977	232021	236845	237771	244830	225437	245122	271440	254901	227738	238437	269950	231188	213497	213771	317980	275891	266822	276758	256020	234594	299253	207699	239714	258745	179898	272753	216646	275613	167843	209791	197515	949091	833116	905413	1118796	432539	682153	1214469	684103	693076	816137	1153375	900426	111318	64936	162080	116722	189722	131931	143291	107781	203958	166707	274807	321106	304881	239120	329473	355830	267692	237659	100307	209226	478963	464694	446662	893292	520911	585865	763284	739139	341399	349711	763439	585107	425296	306844	109604	379181	305220	406596	471983	435796	307188	333822	272435	399438	170318	194016	260634	303088	520555	1064424	434563	551415	494131	622602	523715	906028	661443	779274	384712	603296	3406107	841043	804896	553592	649186	652244	812884	510298	786752	822378	646825	352183	383957	90036	618810	348449	480433	375085	179517	990953	1024371	135287	281250	86042	101709	70908	81302	145596	302447
Waltari_2018:BD3h	581686	125715	289933	641006	414682	146216	130325	104247	148239	134919	145186	146294	204881	123037	167745	162380	111402	156133	133284	163025	145406	189458	166610	156044	132142	280613	396781	330401	366284	415802	393417	301424	326275	367853	340001	303557	367091	305551	290251	271425	414711	370880	375230	384784	269074	436189	267437	392632	276021	370496	397521	362536	257111	389057	257805	323844	419869	402059	333918	334104	355069	325614	288789	302676	292540	370575	333345	297551	394363	263058	485834	494875	404800	393499	367025	429950	308556	473985	510231	422520	402120	438669	416190	401948	422249	313973	489040	420263	429175	479770	447695	406397	443652	386792	360118	407262	367313	394054	372022	462096	414949	325967	351629	454323	373120	364757	374234	492753	480863	403669	468503	432329	333469	457954	360806	352614	378114	227910	432218	334615	386210	216019	282445	261557	1301540	1193761	1325896	1444262	680339	1024580	1787009	864838	876234	1116174	1709382	1212471	134457	76845	192201	147277	234598	161726	174493	123191	291147	233244	395259	440221	427104	343337	460933	514689	390959	347653	138558	294762	651217	596957	559439	1184875	799082	855327	1123750	1088434	537444	499772	1042364	784074	523643	383967	140230	484010	403754	627487	665404	538779	415046	432528	350265	515047	212089	274090	347402	385077	770315	1467323	764367	666624	605053	767467	636333	1248141	783404	1304074	456605	740190	841043	5869358	1036760	901831	758359	817922	1281661	652979	1042472	1041845	893638	417942	566363	89670	1098736	498430	745464	554012	246183	1360380	1369524	204366	531589	189237	136177	157196	147537	192563	525146
Waltari_2018:BD4	491131	107679	240532	497085	357422	136148	116571	91395	128253	122727	129642	123679	183088	106411	144978	142921	101462	140864	127191	145360	120623	154611	136618	144304	118257	230172	318226	283550	293932	319009	322755	268577	287908	315921	300338	265579	304424	248868	244179	246437	325857	281685	300376	315301	234205	343471	240386	326437	241129	307002	315705	288235	230630	343894	217108	282452	338516	307569	278884	267767	277552	281056	253497	252721	262069	306934	296180	266470	316187	221035	380029	368238	306580	298063	291306	343737	269702	357522	401343	346463	334674	343515	318250	306645	311115	260722	381123	359677	335398	365358	357270	303470	331254	306951	305471	311862	308575	299419	309008	360515	327548	280635	297144	357058	302532	279621	285120	405516	364900	340032	363057	331090	290203	383346	274562	301691	329718	210765	351916	280636	343042	200012	254034	239220	1275096	1100058	1222949	1512801	570759	856859	1581171	835242	831595	1033842	1543212	1150403	121396	71179	175127	132099	208577	144912	157685	116161	250311	201734	329147	380985	362725	285652	397054	434728	331623	290967	113679	252303	571428	531140	522554	1122832	624320	702983	928788	893545	401593	400113	932273	672898	500987	367326	127788	469285	383272	529278	604778	541401	379797	408410	330594	499745	195915	243120	307595	362309	692720	1499526	574440	700168	630068	797527	631262	1241141	853657	1085304	459726	763782	804896	1036760	6272030	751497	831906	857912	1129915	637888	1080226	1107463	827045	418301	495412	81204	859385	433377	642465	485298	219716	1418146	1402344	160214	357450	122538	121915	100844	109444	164401	370438
Waltari_2018:BD5	491097	118428	253444	565574	356652	134618	122510	99191	145692	126823	139162	148442	190077	120606	160232	159701	107702	149450	117338	154807	141157	189948	170222	144714	130020	265837	376128	295192	350409	400494	369386	270586	285351	331331	290935	277276	347592	307339	281541	238496	388647	361249	343648	358381	254114	406060	236194	354539	267779	347415	385017	324755	233760	335202	246846	281735	391489	380538	310121	341705	331625	298148	257352	283020	251645	349147	293936	269329	377251	238455	457818	493211	400991	393795	343754	401780	272950	468973	492098	385190	376429	421977	411332	395536	425750	283821	465482	352940	401767	463965	425354	404081	401994	375057	333024	380904	346414	393014	342490	450929	379880	302564	322005	426274	360215	364158	358569	447264	456835	374354	425219	407766	297885	406024	358289	320512	340019	202372	405359	314772	324782	188885	244422	226216	962566	933917	1076322	954480	542473	792035	1202050	625809	595900	732253	1244791	789179	125266	70449	168274	142266	208595	150245	160091	111698	257623	209964	327007	362076	361294	305390	387197	421072	323712	295253	119953	267606	525764	459208	442767	844345	686834	708683	876999	879810	486842	426294	782948	611517	392192	304663	120099	404802	344124	555834	570270	430262	365349	362496	308189	424391	187565	245008	295798	313904	671828	1040285	652676	500894	483161	578941	467234	942454	537454	1049403	361817	541690	553592	901831	751497	3958428	562877	903735	1177316	531773	830894	781242	678404	339170	459582	83484	894451	413650	588274	456858	224551	988926	1005828	177790	498860	208088	126788	155548	149902	164482	514308
Waltari_2018:BD5a	388757	84988	193132	377189	287885	116059	98762	76075	103022	102983	109252	99286	153854	86329	118343	113867	88147	116774	112012	122093	92951	120984	106452	124203	98964	170906	235984	221292	217665	228228	239287	212023	230003	240373	237195	211463	222997	181371	186382	198888	236817	198887	217993	236389	183680	249920	195288	242288	179782	229767	229383	215349	186258	264598	165806	216744	248725	219030	211050	189343	202263	215564	202141	191914	211714	224924	237044	211514	231236	172440	273952	260756	215546	210551	215106	250462	213368	249596	292400	259753	251403	251954	230198	216272	214561	201308	276325	276896	244182	259111	260816	215186	239128	222509	231659	223411	237499	216928	238538	262733	240503	219957	229784	255426	224028	199771	201757	304189	261512	259803	260210	242585	228194	289239	198942	231265	253889	177269	258026	207998	268226	165753	207181	193911	951850	829488	916434	1153865	426361	650105	1152580	672057	668942	800783	1148174	892002	105184	60892	148806	109626	177115	123390	134677	102580	192649	154883	255156	299192	289204	226359	312379	335958	251603	220276	80106	198304	454091	433625	421739	862408	468732	531181	707908	677744	302884	309270	724915	537555	420353	310419	112013	376555	303979	383815	457824	434523	297985	326055	271234	394003	163631	188800	244245	296769	512672	1104004	401252	564244	504449	633959	524630	925559	689353	754692	396063	620124	649186	758359	831906	562877	4079286	710505	842216	504777	803138	871395	621933	348934	370847	70478	594133	334396	453479	368473	177426	1048343	1092451	105845	223602	69256	96213	56584	65860	132088	255259
Waltari_2018:BD5g	449973	105564	218922	451597	329219	126671	109067	85522	118209	113469	123678	117092	172059	99710	138398	133603	97039	131805	120175	138543	110530	145017	128922	136981	113854	199040	278450	252129	254208	275652	279732	238288	256519	276327	264193	239505	263205	216825	219056	219292	278121	240122	255550	276464	207775	296177	214260	281322	205789	265156	273349	249650	208999	297483	194056	246026	293868	261374	244873	226153	240252	248139	227466	222982	232476	265006	264766	239230	274524	197093	325892	318436	262125	256548	254192	296878	240050	302894	348994	302158	292615	300227	277504	262668	264185	231589	328233	310676	286945	311015	310046	263595	283795	266791	267187	267592	279024	259695	273765	312442	285185	253502	263702	305423	264359	243856	242937	350286	313244	299538	305847	291011	257786	329261	241146	264329	289146	193882	303906	243901	297589	178321	226077	210214	1042656	925560	1011987	1146779	553375	766505	1230016	687845	676848	794477	1222272	881142	118474	67305	165317	126679	200271	141217	151819	113790	217423	175143	290375	329793	325081	259992	347823	376808	285483	248990	101000	233584	490267	464307	456254	918733	544631	611788	774929	751968	359013	353984	754781	582405	414526	312011	112119	410242	327602	440758	523493	469032	335963	363579	303268	433864	183426	213496	271176	316978	571782	1169183	449019	545552	549638	666807	523718	991057	663781	837352	389900	635013	652244	817922	857912	903735	710505	4003029	1063952	538553	872172	901026	641466	354788	402647	77189	667326	352472	497102	398533	193013	1095144	1096849	137881	292403	104507	118062	83550	93205	140417	323458
